Date,Time,Temp (°C),pH,Moisture (%),N (mg/kg),P (mg/kg),K (mg/kg),COD (mg/L),CH4 (%),CO2 (%),Pressure (psi),Pathogen (CFU/ml),Flow (L/min),UV Intensity (mW/cm²),Opt Temp (°C),pH Adj,Process Time (hrs),Opt NPK,UV Time (min),Pathogen Status
2025-02-22,02:17:17,37.41,7.16,73.43,1215.4,150.74,192.1,15087.82,65.19,28.51,14.59,83.32,2.27,10.59,51.88,-0.02,65.06,Optimal,13.83,Absent
2023-09-19,17:16:37,35.8,6.51,53.23,1476.15,178.6,279.58,15538.22,57.78,30.89,24.27,55.72,2.35,5.83,37.76,0.44,21.08,Optimal,28.73,Present
2024-08-25,17:55:24,37.46,7.5,66.48,1466.95,77.35,273.44,18489.1,68.82,36.83,17.76,1.68,4.79,19.22,50.02,0.43,64.95,Optimal,14.69,Absent
2024-06-20,21:11:03,40.15,6.63,73.44,1135.9,170.36,220.13,17635.62,66.42,25.18,11.5,68.8,1.83,11.69,40.03,0.17,58.58,2:1:2,22.14,Absent
2023-01-25,07:23:04,39.02,6.89,49.83,816.72,156.27,166.18,15055.57,58.19,27.82,24.38,60.38,3.76,8.79,48.8,0.34,17.45,Optimal,26.66,Absent
2023-08-05,15:17:23,44.7,7.07,44.23,1152.65,60.4,261.67,11584.93,52.46,32.82,12.62,22.72,4.37,17.27,36.05,-0.09,38.55,2:1:2,16.95,Absent
2025-01-03,20:07:40,42.21,7.08,60.06,1450.79,107.27,155.62,15738.37,59.64,33.48,24.21,44.55,2.24,18.51,35.71,0.01,33.35,Optimal,20.88,Absent
2023-12-02,08:26:50,44.67,6.61,60.81,1334.91,52.1,175.36,16704.01,66.55,30.54,20.44,71.85,3.45,14.35,38.89,0.16,57.96,3:1:1,11.26,Absent
2023-10-11,03:15:27,42.21,6.96,76.96,1289.7,79.78,222.03,18956.88,70.46,39.76,17.05,92.74,1.74,9.15,45.91,-0.12,58.42,4:1:1,20.28,Present
2023-03-07,22:34:19,35.33,7.41,50.03,1465.88,123.54,214.6,16196.16,72.0,26.97,28.29,84.42,3.31,14.78,42.53,0.47,18.43,Optimal,16.24,Absent
2023-10-18,02:28:55,43.49,7.41,58.3,1204.11,103.94,240.09,17162.36,52.55,36.31,25.87,36.6,2.89,5.3,53.33,0.34,57.24,Optimal,8.7,Present
2024-01-20,17:49:25,41.85,7.23,70.4,1068.47,105.3,200.33,11392.68,72.36,26.17,24.73,37.25,2.49,9.74,35.83,-0.38,44.13,Optimal,9.21,Absent
2023-01-23,22:35:30,40.13,7.4,69.1,1330.32,117.73,220.54,12226.32,63.86,33.74,18.39,51.31,2.13,16.23,37.77,0.45,33.01,3:1:1,29.18,Absent
2025-07-07,07:05:57,36.69,6.93,76.06,1120.65,147.4,273.4,16210.38,68.72,31.1,25.99,56.88,1.74,14.11,41.67,-0.26,46.35,Optimal,15.51,Absent
2023-02-07,09:07:57,36.04,6.55,67.23,1389.07,180.45,266.06,10418.98,58.24,38.48,24.59,27.03,4.75,15.47,48.3,-0.35,62.93,2:1:2,8.18,Present
2023-03-01,05:40:31,36.74,7.25,51.46,1299.22,70.33,236.97,11755.17,59.62,37.48,27.75,17.68,2.68,11.41,42.06,0.26,23.37,2:1:2,16.48,Absent
2024-01-18,03:17:26,40.06,6.88,77.86,1277.57,135.68,287.32,17788.88,70.86,37.24,20.16,61.95,4.9,14.21,43.85,0.16,13.76,Optimal,13.81,Present
2024-10-01,14:26:03,40.43,7.42,56.72,833.41,58.62,232.35,10742.11,69.16,32.87,20.31,79.02,4.57,11.59,54.32,0.15,52.37,Optimal,19.92,Present
2023-09-30,23:09:37,40.83,7.25,77.34,1356.13,95.95,282.1,15382.61,61.36,33.0,29.14,53.91,3.66,7.74,43.1,0.35,55.98,3:1:1,10.28,Absent
2024-01-08,22:49:02,38.45,7.05,54.42,1215.99,174.33,263.81,12544.22,66.09,32.22,13.82,91.65,3.93,10.8,46.02,0.27,27.59,4:1:1,27.49,Absent
2025-08-19,21:12:09,44.58,6.55,75.08,977.1,178.61,287.94,19676.79,72.12,37.02,10.91,81.16,4.24,12.64,39.68,0.04,45.8,Optimal,11.21,Present
2024-05-23,04:35:48,43.09,7.13,45.51,1201.37,93.32,275.43,14329.95,50.12,29.4,12.27,22.81,4.18,7.93,35.81,0.22,41.68,4:1:1,25.27,Absent
2024-02-10,10:30:50,40.45,6.72,43.09,949.29,149.72,278.77,18608.21,67.51,34.11,16.69,32.18,1.72,5.51,38.64,0.47,69.86,Optimal,9.02,Absent
2024-10-02,01:23:23,44.13,6.77,76.13,1068.0,164.93,286.66,11657.87,61.25,37.33,18.61,50.25,3.5,8.9,47.0,-0.1,25.99,3:1:1,24.68,Present
2025-07-20,17:34:57,35.04,7.45,43.02,1314.25,64.55,256.51,11030.54,59.62,31.26,15.32,69.62,1.98,5.08,46.9,-0.13,37.69,3:1:1,15.04,Present
2023-06-23,03:41:31,43.7,6.52,57.89,839.85,92.98,170.23,15051.0,69.21,38.2,10.9,57.58,2.03,7.12,54.49,-0.3,57.88,Optimal,23.47,Present
2025-01-31,10:25:19,41.51,7.08,49.65,1324.75,69.76,251.39,18139.22,65.85,32.84,21.93,46.87,1.74,19.42,43.05,0.11,27.89,Optimal,17.3,Absent
2025-08-17,07:45:06,42.09,7.29,68.58,1459.48,109.82,299.44,16268.91,66.63,38.91,20.45,55.62,3.64,11.88,49.45,-0.5,25.24,4:1:1,13.68,Present
2024-11-26,02:46:38,37.92,6.84,44.2,1484.47,113.5,199.69,16432.9,60.77,29.23,10.8,52.1,2.44,11.49,49.03,-0.38,62.42,3:1:1,18.76,Absent
2024-02-12,03:45:05,36.16,7.11,44.62,1451.13,52.38,213.24,17939.0,57.18,36.3,29.01,22.76,4.96,13.62,51.7,0.08,47.69,2:1:2,5.27,Absent
2023-06-12,07:00:44,40.51,6.9,40.73,1355.29,174.03,258.11,17316.35,69.89,36.09,14.51,12.87,4.98,8.14,41.72,-0.5,25.03,3:1:1,8.78,Present
2025-03-29,17:23:45,44.21,7.43,75.81,947.05,147.85,230.66,14918.11,72.62,31.23,26.53,93.36,2.42,9.47,51.32,0.45,38.59,3:1:1,16.13,Absent
2024-06-13,07:35:13,40.57,6.73,41.66,1392.26,164.93,173.72,19925.37,63.32,34.07,17.05,6.84,3.96,16.71,39.05,-0.35,64.5,4:1:1,28.03,Present
2024-11-24,07:26:48,44.6,7.4,60.75,1301.59,119.38,238.12,10892.14,67.42,25.16,21.62,96.41,1.99,17.64,38.66,0.21,37.57,3:1:1,29.69,Present
2023-01-21,03:04:43,35.27,6.82,74.23,1405.63,167.79,219.42,13276.82,69.5,30.31,26.01,47.68,4.56,12.84,48.22,0.33,35.84,Optimal,22.13,Absent
2025-02-05,01:24:47,39.82,7.0,46.39,1211.47,62.66,231.82,19303.61,53.74,34.28,11.42,67.78,2.49,17.25,40.1,-0.48,66.8,3:1:1,18.53,Absent
2025-01-22,10:55:43,35.44,6.92,59.15,1311.35,190.86,246.97,15049.33,72.46,39.36,20.65,74.41,4.52,8.62,47.45,-0.06,59.36,3:1:1,9.05,Present
2024-04-28,04:54:48,38.59,7.13,44.88,838.52,110.05,287.56,15897.82,71.69,39.51,11.93,76.66,1.28,19.05,37.81,-0.31,47.28,Optimal,12.88,Present
2024-06-08,09:34:00,41.02,7.08,48.1,1255.03,137.3,204.87,15223.78,71.87,38.34,16.79,83.53,2.81,13.96,42.88,0.36,13.98,2:1:2,11.94,Absent
2025-05-08,04:43:44,35.53,6.89,64.94,947.82,55.24,199.13,12680.34,51.95,32.45,18.23,65.72,4.34,12.01,44.48,-0.2,25.66,Optimal,13.51,Present
2024-10-09,18:05:24,36.79,6.81,72.32,1209.37,73.19,297.48,18576.42,70.81,25.15,12.43,3.37,1.4,17.97,48.35,-0.2,43.5,Optimal,6.29,Present
2023-09-30,10:35:08,41.46,7.15,48.04,1471.5,59.02,284.68,10436.44,54.23,27.79,20.06,5.33,4.59,5.44,38.64,-0.12,57.24,4:1:1,28.56,Absent
2025-08-12,00:10:26,36.18,7.0,67.93,1096.3,151.78,197.16,10662.88,57.34,36.16,23.47,78.74,3.19,7.81,36.39,-0.28,71.63,3:1:1,15.21,Absent
2024-11-06,14:45:16,42.58,7.12,79.47,1310.15,132.3,215.27,19146.44,67.08,28.86,16.7,89.48,1.4,6.7,49.35,0.23,29.64,4:1:1,26.5,Present
2023-04-11,12:38:02,36.23,6.84,73.55,824.35,134.97,248.53,19141.2,64.37,31.74,12.66,84.77,3.49,9.79,47.05,-0.34,59.78,4:1:1,10.58,Present
2023-04-28,20:18:43,39.96,7.17,59.56,829.39,103.38,189.51,17070.21,67.25,30.42,23.54,81.79,2.27,6.6,49.38,0.0,67.86,4:1:1,19.85,Absent
2023-11-29,23:12:26,42.14,6.54,64.53,940.23,139.18,211.23,18126.03,64.97,30.47,28.06,17.2,3.03,15.74,35.34,0.16,13.65,Optimal,13.17,Absent
2024-01-08,11:35:16,40.62,6.94,49.63,1288.02,193.17,250.56,16307.77,55.4,30.99,24.67,44.06,2.27,16.97,39.79,-0.43,58.86,2:1:2,22.67,Present
2023-01-26,15:41:52,42.55,7.38,71.32,1011.76,148.77,206.03,19372.0,57.74,39.27,19.59,91.74,4.48,9.39,49.91,-0.14,15.73,2:1:2,9.93,Present
2024-05-13,12:42:53,44.19,7.26,78.1,859.24,190.98,275.82,16681.38,53.22,34.78,16.7,27.86,2.09,12.74,45.62,0.21,34.34,4:1:1,7.13,Absent
2023-11-03,09:09:04,42.41,7.07,67.72,848.5,76.02,161.05,19328.11,67.05,28.13,11.52,14.88,2.34,17.23,51.68,-0.05,16.69,2:1:2,27.05,Absent
2023-11-01,19:45:41,38.05,6.59,54.66,1073.25,96.25,214.96,16264.38,68.58,30.88,13.76,75.98,3.05,5.69,51.12,0.34,59.78,3:1:1,22.67,Absent
2025-06-06,13:43:07,37.24,6.9,71.22,1069.23,77.87,150.3,18900.56,73.14,36.86,26.34,30.48,3.42,7.28,44.99,0.31,32.58,3:1:1,13.56,Absent
2024-11-06,02:44:12,41.94,7.48,73.25,1486.94,125.27,228.08,15304.55,57.34,32.39,11.03,29.15,1.53,9.81,49.11,-0.43,23.24,2:1:2,26.76,Absent
2024-02-18,13:53:14,42.06,7.46,70.24,917.58,184.05,163.32,11263.17,62.22,33.95,22.33,29.01,1.41,5.45,43.27,-0.47,54.53,2:1:2,9.23,Absent
2023-10-19,08:53:49,44.63,6.99,74.2,1244.41,108.79,178.21,12414.21,55.19,39.83,21.02,61.6,2.21,18.94,38.24,-0.04,52.83,3:1:1,24.31,Present
2023-10-05,02:45:59,40.36,6.89,67.48,1232.34,73.39,202.27,17674.78,63.59,35.35,28.32,24.76,2.12,16.53,41.11,0.16,17.65,2:1:2,6.72,Absent
2024-06-08,09:19:53,44.21,7.18,63.1,824.15,119.0,183.8,10094.02,69.17,33.0,18.96,9.69,2.27,12.22,49.99,-0.41,46.04,4:1:1,21.36,Absent
2023-08-19,09:55:52,37.73,7.2,69.12,1380.45,107.63,197.4,12142.28,58.98,31.89,24.68,74.89,4.5,9.91,52.16,0.14,60.62,2:1:2,10.14,Present
2024-09-21,15:12:40,38.0,7.49,74.27,836.46,125.86,235.53,10828.28,66.07,27.61,24.28,26.14,3.37,8.47,49.62,-0.46,62.51,2:1:2,20.65,Present
2024-09-05,12:15:06,37.44,6.75,64.89,980.97,180.62,210.99,14118.68,66.24,34.73,16.35,99.95,3.69,13.33,44.21,0.02,18.2,4:1:1,5.91,Absent
2023-12-11,09:07:01,43.74,6.8,56.57,1465.55,140.96,237.4,12586.96,68.91,29.29,19.7,32.24,3.23,13.2,38.85,-0.22,59.44,2:1:2,21.05,Present
2024-09-27,17:38:46,39.45,7.25,58.64,854.57,101.3,153.02,11379.13,63.32,26.23,29.88,21.8,1.85,7.99,49.01,-0.38,69.22,Optimal,24.02,Present
2024-05-30,07:43:01,40.64,7.44,60.66,1009.02,98.5,283.51,10372.57,52.58,36.1,29.77,67.38,2.98,6.49,42.59,0.44,19.62,3:1:1,25.26,Absent
2025-02-15,06:51:36,44.08,7.4,45.51,1151.49,54.22,250.88,14798.86,50.9,29.01,18.87,61.11,1.81,10.87,41.08,0.3,58.79,4:1:1,9.4,Present
2024-03-21,20:54:00,38.58,6.67,71.34,1336.47,86.0,297.67,16873.34,65.25,32.21,18.61,7.64,2.01,10.1,39.56,0.25,57.39,3:1:1,23.78,Present
2023-03-19,05:58:22,39.8,7.01,76.31,866.67,161.61,158.27,15374.66,70.68,34.39,16.63,95.16,3.16,15.06,48.4,-0.28,27.63,2:1:2,21.63,Present
2023-07-01,18:23:02,37.85,7.22,59.05,1458.56,183.76,181.45,12909.19,73.45,25.19,10.7,52.9,3.46,11.92,53.79,0.1,34.01,2:1:2,22.81,Present
2024-12-26,15:12:15,37.17,7.11,40.14,1014.17,123.01,185.29,17134.62,64.43,37.02,15.33,2.85,3.11,8.79,43.71,0.37,20.67,4:1:1,18.64,Present
2024-08-09,03:45:10,40.99,6.58,60.91,1488.49,62.86,244.7,18867.05,65.5,34.43,10.04,33.5,1.68,6.14,41.97,0.44,69.42,3:1:1,27.79,Absent
2023-09-26,07:51:08,44.37,7.27,45.32,1283.36,182.43,211.12,16928.18,54.65,28.18,26.21,92.71,3.19,8.95,42.59,-0.21,27.47,Optimal,28.47,Absent
2025-07-05,03:31:44,35.91,6.86,54.75,998.09,109.15,264.84,17493.14,52.27,30.51,11.22,46.05,2.49,7.14,41.4,-0.17,29.6,3:1:1,10.43,Present
2023-08-16,09:28:09,44.13,7.41,77.88,1399.42,180.14,179.55,19483.69,68.46,35.28,24.08,88.23,2.55,9.96,49.54,0.25,59.92,3:1:1,6.39,Absent
2024-09-14,14:09:51,39.25,6.64,76.55,1298.11,97.11,251.84,12339.48,53.65,27.91,14.73,85.85,3.13,18.74,52.28,-0.32,47.04,4:1:1,8.47,Absent
2024-03-02,05:39:31,35.81,6.78,62.77,1350.44,70.74,290.72,13222.1,66.32,29.22,23.99,24.41,2.68,10.92,43.18,-0.33,27.05,4:1:1,5.69,Absent
2025-09-22,18:54:28,38.51,7.13,71.32,1130.48,146.61,229.05,15221.94,59.87,25.07,22.85,84.12,4.07,8.31,46.38,0.35,22.85,3:1:1,29.38,Absent
2023-07-26,08:56:38,39.89,6.6,45.01,1157.16,139.33,178.44,11738.0,66.73,35.06,22.02,21.81,3.44,5.74,46.6,0.38,44.55,2:1:2,17.16,Absent
2024-12-04,04:57:05,44.23,6.74,60.45,868.92,142.72,291.04,16477.61,68.78,34.0,23.9,61.97,2.36,14.83,45.46,0.0,37.26,2:1:2,5.78,Absent
2024-08-01,08:47:47,38.85,6.78,60.18,1290.35,109.3,195.41,16227.85,64.75,37.65,26.21,59.49,3.13,16.09,51.21,0.28,32.34,4:1:1,7.86,Present
2023-01-26,01:04:59,37.07,7.43,52.91,1147.06,53.19,175.42,10038.61,67.59,39.61,23.38,32.81,4.21,13.51,54.2,0.23,53.62,2:1:2,11.68,Absent
2023-12-31,02:14:10,35.53,7.48,78.19,1173.77,159.18,204.32,17560.87,55.14,33.22,17.65,15.6,3.86,9.31,42.58,0.35,54.53,Optimal,14.45,Absent
2024-06-03,01:04:58,38.87,6.91,70.76,1277.54,109.68,264.69,13680.64,58.97,27.68,16.38,59.42,2.64,5.31,44.27,0.08,25.41,3:1:1,9.09,Absent
2023-06-03,09:14:07,44.52,6.6,46.7,1455.59,142.63,206.61,19869.48,69.96,32.52,15.01,68.21,1.97,16.35,54.92,-0.49,68.43,2:1:2,17.78,Present
2023-12-06,07:59:35,36.3,7.23,55.22,1043.83,117.63,232.22,15045.06,54.9,39.88,19.7,72.67,4.7,10.05,48.99,-0.48,70.16,3:1:1,22.55,Present
2023-10-03,09:43:11,42.66,7.05,66.89,1006.04,65.2,178.64,15663.15,52.77,30.8,13.34,80.61,1.52,19.31,53.9,0.39,28.6,2:1:2,5.87,Absent
2025-08-31,04:36:50,44.22,7.48,72.02,1353.73,115.87,222.44,11015.81,56.59,30.85,28.65,25.2,1.11,10.73,44.48,-0.39,37.03,3:1:1,24.13,Present
2025-02-26,10:14:00,41.79,6.95,76.03,1498.11,76.21,213.74,16063.48,56.32,33.32,29.09,95.27,4.75,6.24,54.27,-0.35,16.83,4:1:1,10.0,Absent
2023-02-25,17:10:38,39.3,6.76,45.58,1366.05,82.43,164.4,13226.71,64.53,37.36,20.81,83.53,4.53,10.79,41.25,-0.04,27.2,Optimal,16.17,Absent
2023-08-21,13:36:09,44.99,7.46,50.62,1038.51,187.19,242.84,18948.72,55.57,31.19,20.02,6.0,2.45,17.94,49.71,0.01,61.29,Optimal,22.93,Present
2025-03-24,06:49:42,39.18,7.17,64.33,1211.18,178.04,295.55,18271.3,63.45,37.77,20.66,35.37,4.87,6.81,46.83,0.18,62.0,3:1:1,17.59,Present
2023-02-26,04:52:51,39.26,7.46,66.74,1321.31,164.45,169.73,16987.47,73.03,27.87,23.3,38.85,1.43,9.18,37.9,0.24,29.48,4:1:1,29.57,Present
2024-12-13,14:27:32,36.88,7.14,75.1,1157.96,130.61,222.8,11509.94,65.55,34.14,17.92,72.69,4.33,9.02,46.53,-0.18,31.23,4:1:1,23.15,Absent
2024-03-18,15:11:37,41.18,7.38,71.61,859.83,115.64,205.95,12316.62,63.78,34.27,19.21,18.99,4.22,19.86,36.77,-0.15,15.88,4:1:1,27.67,Absent
2024-01-30,08:06:31,35.36,6.56,65.71,1084.51,107.12,176.94,15370.49,71.58,35.74,25.12,91.79,3.95,12.28,40.33,0.3,14.97,2:1:2,10.64,Absent
2024-12-15,16:51:20,41.88,6.89,56.09,952.16,54.59,209.59,13590.73,63.45,35.03,28.99,53.65,1.83,19.35,44.94,0.06,31.28,2:1:2,14.37,Present
2024-07-08,19:28:07,36.08,6.61,73.41,1302.13,59.4,229.42,17182.67,74.59,28.09,23.68,67.59,4.77,16.04,35.65,-0.21,59.55,Optimal,17.36,Present
2025-02-19,09:46:21,35.9,7.01,41.94,1063.91,191.66,177.82,12985.69,74.61,37.44,23.25,41.12,2.11,8.86,53.75,-0.11,60.47,Optimal,9.19,Absent
2023-04-07,18:16:18,37.39,7.4,64.82,1210.83,199.43,287.77,11702.68,57.5,27.97,12.31,48.13,3.12,18.81,53.43,0.06,35.65,2:1:2,21.69,Absent
2024-09-18,05:27:12,41.91,6.61,41.84,1312.28,172.8,237.92,16038.93,59.23,28.56,29.29,34.28,4.02,13.04,46.38,-0.36,28.26,2:1:2,15.5,Present
2024-05-11,01:34:34,40.82,6.74,52.19,915.68,152.51,272.39,13302.28,60.79,31.5,16.73,49.95,2.96,14.22,48.65,0.42,60.15,3:1:1,5.06,Absent
2024-10-29,04:40:09,40.86,6.83,51.1,1046.07,111.32,197.99,13267.51,59.37,29.92,29.98,33.25,2.15,19.6,46.18,-0.01,60.81,3:1:1,5.54,Present
2024-04-06,07:57:59,43.26,7.38,67.01,1443.16,118.38,213.96,13670.99,71.76,27.16,27.24,52.7,2.15,18.09,45.94,-0.08,56.07,3:1:1,27.36,Present
2024-07-18,04:04:42,44.36,6.66,52.11,1106.07,60.81,263.41,11368.45,68.29,25.92,29.54,32.03,4.97,7.21,45.33,0.35,66.49,2:1:2,6.24,Present
2024-01-11,09:30:37,39.74,7.46,58.6,1364.57,174.99,168.63,15595.61,52.75,27.9,25.48,52.73,2.41,15.54,47.03,-0.4,46.31,4:1:1,23.66,Absent
2024-05-06,18:18:38,43.62,7.45,45.03,969.6,157.05,243.81,11019.96,50.61,34.86,26.08,0.32,4.74,7.73,39.58,-0.01,51.59,2:1:2,13.63,Absent
2025-09-18,09:35:02,35.15,6.5,45.08,836.96,75.0,187.45,12197.2,65.32,34.38,20.23,43.42,4.54,6.0,44.52,-0.03,32.21,2:1:2,29.47,Absent
2025-01-28,03:45:03,42.3,7.28,64.8,1085.62,67.0,250.93,14236.0,64.9,38.02,13.07,50.52,3.78,19.83,35.23,0.4,39.24,Optimal,28.4,Present
2024-03-14,10:51:26,36.84,7.03,45.81,1171.39,109.77,272.19,15322.6,58.29,30.41,23.04,70.51,1.89,8.69,48.4,0.2,60.26,Optimal,13.14,Present
2023-03-26,10:33:40,39.62,7.44,72.8,1177.18,186.57,264.19,16848.94,53.87,38.63,10.13,7.75,3.45,19.57,43.17,-0.44,48.82,3:1:1,10.51,Absent
2024-10-21,18:04:30,40.46,7.41,59.7,1462.39,118.43,164.82,10477.08,55.2,35.06,10.65,61.2,2.7,7.81,54.99,-0.49,16.17,2:1:2,6.85,Absent
2024-05-19,23:46:05,38.29,7.02,57.48,1197.9,185.28,245.88,15585.21,53.5,34.45,15.54,94.57,1.73,15.78,37.77,-0.32,35.33,3:1:1,24.09,Absent
2025-04-25,00:36:04,35.97,7.2,65.36,910.92,108.94,253.21,14403.96,53.02,25.22,13.95,5.12,2.73,6.71,41.12,-0.18,55.9,4:1:1,18.57,Absent
2025-06-23,06:04:08,44.25,6.54,60.3,1278.3,158.01,281.96,13583.74,54.51,25.9,18.82,47.2,2.33,13.57,38.04,-0.39,28.07,2:1:2,13.23,Present
2024-09-09,07:47:23,36.24,7.03,64.71,1427.87,119.76,195.55,10140.38,53.82,34.61,17.34,79.6,1.4,15.54,38.21,0.33,29.39,4:1:1,23.79,Absent
2023-01-07,02:03:21,42.86,7.11,61.33,1292.09,141.15,247.66,10604.72,55.11,30.7,15.32,82.99,1.01,19.18,36.17,-0.47,60.1,2:1:2,15.91,Present
2024-04-22,03:39:32,42.77,7.18,70.08,1353.93,155.81,155.24,15110.84,73.56,25.67,18.05,80.24,4.6,17.31,36.96,0.3,56.78,3:1:1,22.18,Absent
2025-08-04,07:36:57,42.09,6.91,71.96,1241.72,78.13,242.14,12778.37,70.08,29.32,16.67,31.77,3.08,14.97,49.63,-0.4,39.36,4:1:1,16.85,Present
2024-09-30,16:03:57,38.44,7.25,65.89,1216.63,101.9,199.52,17026.77,66.88,30.06,24.27,34.1,3.19,16.06,47.29,-0.19,12.02,4:1:1,12.0,Absent
2023-02-18,16:59:50,37.9,6.76,48.67,833.78,76.89,177.0,13083.62,71.85,38.07,23.11,38.72,4.15,5.42,54.82,0.26,56.27,2:1:2,8.63,Absent
2023-04-08,04:46:15,37.3,6.75,54.88,1432.1,77.41,245.81,10286.88,72.98,33.64,25.26,52.01,2.53,5.48,39.62,0.06,50.27,3:1:1,22.86,Present
2023-10-15,21:59:05,40.47,7.36,78.94,836.25,120.5,286.13,15509.9,66.52,39.65,15.18,95.36,2.62,6.88,39.69,0.33,13.62,3:1:1,10.74,Absent
2023-06-29,02:44:08,41.56,7.05,51.27,1141.04,74.9,167.96,19497.58,70.8,35.45,17.77,47.95,3.43,10.21,47.95,-0.21,55.28,4:1:1,17.04,Present
2024-07-10,08:25:46,36.53,6.63,42.72,1176.17,99.02,248.15,13512.48,52.53,34.4,28.59,64.67,4.44,15.71,52.7,-0.31,65.49,3:1:1,17.16,Absent
2025-01-19,23:13:47,39.88,6.54,50.03,1315.15,176.06,156.91,17363.52,61.53,37.6,13.2,95.66,1.71,16.21,42.2,0.46,66.32,4:1:1,16.72,Present
2023-04-03,14:17:39,39.91,6.9,47.54,1096.63,98.3,205.63,15294.36,65.5,34.29,28.01,17.98,4.96,16.12,53.81,0.26,57.09,2:1:2,28.79,Present
2024-04-20,22:40:45,37.21,7.21,42.68,1389.85,88.93,285.27,13729.91,71.2,36.4,28.6,16.18,3.09,9.18,41.41,-0.01,19.68,4:1:1,15.09,Present
2024-03-11,19:30:59,40.27,6.67,45.39,1099.59,73.82,227.85,15148.93,51.08,39.7,18.7,39.86,2.37,7.76,51.14,-0.48,47.74,Optimal,20.38,Absent
2023-08-27,02:21:51,42.16,7.3,57.51,1248.99,135.95,284.57,11338.8,63.52,34.09,25.65,36.5,4.62,19.05,50.32,-0.38,62.46,2:1:2,17.32,Present
2023-02-25,18:13:41,39.81,6.97,45.12,920.88,90.73,293.67,15630.24,71.48,29.76,14.85,72.3,2.88,7.83,53.17,-0.02,61.41,3:1:1,18.47,Present
2025-01-28,18:49:09,36.81,7.45,76.16,870.27,88.48,151.08,19454.23,53.5,35.46,13.34,4.24,4.92,14.2,44.76,0.22,19.22,3:1:1,5.91,Absent
2023-08-13,12:38:12,35.1,7.0,48.57,1389.31,56.11,195.79,11687.68,53.82,28.93,20.12,47.4,1.41,10.3,37.16,0.12,35.66,3:1:1,12.45,Present
2023-08-18,12:58:38,45.0,7.31,51.7,1498.02,173.36,217.49,12447.05,72.15,35.11,25.1,32.83,4.26,16.68,53.6,-0.15,33.79,Optimal,20.22,Present
2025-07-24,11:20:19,35.11,6.87,44.87,1359.33,101.47,192.24,13472.42,73.28,37.41,21.82,28.26,2.28,11.35,53.1,0.26,12.15,4:1:1,28.57,Absent
2024-01-10,09:19:32,39.72,7.45,76.64,1326.52,106.33,193.27,15277.06,57.7,26.86,26.6,75.93,4.73,8.49,41.51,0.48,13.14,4:1:1,5.32,Absent
2024-01-21,07:13:09,43.64,6.52,44.69,1164.47,172.24,228.06,15710.42,56.0,26.66,10.57,6.79,2.29,16.68,53.09,-0.29,59.03,4:1:1,6.14,Absent
2024-08-24,01:21:45,42.49,7.4,79.35,867.54,128.27,199.27,18455.11,63.1,33.52,27.74,71.12,3.39,8.19,35.72,0.11,50.18,4:1:1,11.72,Present
2023-09-18,07:53:59,42.73,6.8,73.94,936.16,130.06,230.67,19094.85,72.49,39.76,13.58,74.77,1.43,9.59,46.3,0.26,52.07,4:1:1,28.97,Absent
2024-10-23,06:49:45,44.42,7.4,76.77,931.6,144.34,242.99,19187.64,73.43,36.76,23.46,22.72,3.98,16.54,48.01,-0.25,61.42,4:1:1,20.56,Present
2023-07-12,17:29:49,35.35,7.23,70.92,1356.5,128.64,295.4,12637.41,74.07,39.85,27.67,97.35,3.64,16.68,39.38,-0.48,29.18,4:1:1,24.95,Present
2025-04-05,12:52:23,39.16,7.37,43.72,1246.99,199.93,176.37,12720.08,55.72,35.95,14.66,4.32,1.85,5.14,51.85,0.01,20.08,4:1:1,26.34,Present
2023-06-25,05:41:08,35.18,6.96,48.85,1458.97,128.11,297.47,14307.49,56.44,32.29,11.8,61.89,2.15,7.49,49.18,-0.29,21.81,4:1:1,6.45,Absent
2023-07-06,14:34:27,44.0,6.92,57.9,1460.97,63.9,183.79,17920.06,52.11,27.07,24.57,91.46,3.5,15.01,42.32,0.29,34.27,Optimal,27.95,Absent
2023-12-07,03:32:11,37.98,6.69,48.22,943.18,112.4,296.09,18684.4,50.72,28.0,10.03,15.04,3.01,14.66,38.8,-0.49,63.07,2:1:2,29.37,Present
2024-05-05,03:05:05,41.75,7.1,59.84,883.72,143.0,237.59,13526.24,70.05,38.71,29.96,83.97,1.06,14.78,50.26,-0.38,12.85,4:1:1,12.91,Absent
2023-04-14,15:56:51,35.13,7.16,54.81,950.96,154.1,293.26,15696.92,56.21,31.9,19.45,41.61,2.92,19.36,43.58,-0.18,34.35,3:1:1,13.84,Present
2024-06-05,08:14:35,43.54,6.77,58.34,1153.99,94.83,205.14,14764.85,52.29,39.82,13.6,82.71,3.42,16.11,35.49,-0.34,27.37,Optimal,26.24,Present
2023-10-09,16:47:23,40.12,6.52,63.53,1016.72,175.1,240.89,15861.16,74.72,25.25,11.67,63.65,1.89,12.56,46.66,-0.48,38.63,Optimal,28.89,Absent
2024-03-28,07:09:40,41.8,6.58,68.73,1290.33,173.84,220.26,12400.36,57.24,39.73,22.22,35.61,3.72,18.81,43.02,-0.47,26.07,Optimal,28.15,Absent
2023-12-02,04:03:27,41.42,7.05,70.59,1171.36,160.14,270.83,19299.12,51.73,25.95,11.19,86.99,3.26,10.68,52.81,-0.22,25.8,3:1:1,15.53,Present
